image,subject_id,fix_x,fix_y,duration
1349.jpg,5,322.5,251.953125,533.0
1349.jpg,5,351.25,268.9453125,383.0
1351.jpg,5,194.375,401.3671875,391.0
1351.jpg,5,338.75,255.46875,217.0
1351.jpg,5,358.125,237.3046875,300.0
1351.jpg,5,292.5,230.2734375,300.0
1351.jpg,5,239.375,235.546875,491.0
1351.jpg,5,466.25,181.0546875,608.0
1351.jpg,5,468.125,250.78125,183.0
1351.jpg,5,225.625,442.3828125,291.0
1352.jpg,5,417.5,359.765625,400.0
1352.jpg,5,426.25,379.1015625,300.0
1352.jpg,5,435.0,168.75,941.0
1352.jpg,5,451.875,142.3828125,50.0
1352.jpg,5,218.75,137.6953125,141.0
